GameID,Date,Home,WINorLOSS,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
82101,4/10/2018,Home,L,40,0.404,8,0.258,5,8,0.625,13,54,22,2,4,7,16
1404,10/19/2017,Away,W,42,0.393,12,0.364,12,13,0.923,17,59,23,12,3,14,20
2404,10/21/2017,Home,W,48,0.545,12,0.462,22,30,0.733,10,52,26,11,2,12,32
3404,10/24/2017,Home,W,39,0.47,10,0.345,14,21,0.667,11,44,21,12,4,13,16
4404,10/26/2017,Away,W,36,0.468,9,0.321,23,36,0.639,14,46,11,4,5,11,19
5404,10/28/2017,Home,L,28,0.333,15,0.395,16,22,0.727,15,51,19,6,6,18,18
6404,10/30/2017,Home,L,39,0.453,10,0.4,25,30,0.833,9,35,21,4,3,12,20
7404,11/1/2017,Home,W,41,0.526,13,0.464,24,29,0.828,7,49,27,9,5,16,20
8207,11/4/2017,Home,L,38,0.458,4,0.154,24,31,0.774,15,43,18,7,7,13,22
9102,11/5/2017,Home,L,34,0.391,9,0.29,24,30,0.8,18,50,16,11,4,15,22
10102,11/7/2017,Away,L,42,0.512,11,0.367,12,17,0.706,10,39,20,6,4,17,19
11141,11/10/2017,Away,L,39,0.464,12,0.4,21,30,0.7,16,46,13,4,2,18,30
12118,11/11/2017,Away,L,35,0.407,10,0.385,23,27,0.852,8,37,16,12,1,11,24
13105,11/13/2017,Home,L,36,0.439,12,0.375,21,32,0.656,9,34,16,8,4,15,26
14102,11/17/2017,Away,L,46,0.447,10,0.286,11,14,0.786,13,55,29,7,10,15,26
15102,11/18/2017,Away,L,33,0.398,8,0.276,13,19,0.684,7,44,18,5,6,14,22
16102,11/20/2017,Away,L,30,0.375,10,0.313,15,21,0.714,10,36,20,12,3,21,23
17102,11/22/2017,Away,W,44,0.579,15,0.5,13,19,0.684,6,33,30,7,4,15,15
18102,11/25/2017,Away,W,38,0.475,9,0.321,12,13,0.923,6,37,23,11,5,16,13
19102,11/27/2017,Home,W,41,0.482,10,0.357,28,30,0.933,10,44,19,7,3,17,22
20102,11/30/2017,Home,L,38,0.543,10,0.345,21,30,0.7,10,36,23,8,6,19,16
21141,12/2/2017,Away,L,30,0.349,6,0.273,16,23,0.696,11,38,16,8,6,10,20
22118,12/3/2017,Away,L,37,0.507,15,0.441,17,22,0.773,8,37,21,3,7,16,26
23105,12/6/2017,Home,L,44,0.444,10,0.313,9,15,0.6,17,43,23,6,3,9,17
24102,12/9/2017,Home,W,39,0.488,14,0.438,21,24,0.875,4,33,22,8,4,10,19
25102,12/11/2017,Home,W,34,0.37,8,0.222,20,24,0.833,14,57,18,6,7,12,20
26102,12/13/2017,Away,W,39,0.443,12,0.462,16,20,0.8,6,51,25,10,6,8,19
27102,12/15/2017,Away,L,33,0.384,7,0.292,18,29,0.621,12,47,17,12,6,20,20
28102,12/16/2017,Away,L,35,0.438,8,0.286,7,14,0.5,12,46,18,3,5,17,22
29102,12/18/2017,Away,L,37,0.44,9,0.31,8,16,0.5,8,42,21,12,4,17,23
30102,12/20/2017,Home,W,41,0.471,10,0.333,16,24,0.667,9,50,22,1,4,9,19
31141,12/22/2017,Away,W,43,0.473,18,0.429,24,31,0.774,9,38,24,8,5,8,25
32118,12/23/2017,Away,L,39,0.494,13,0.382,21,28,0.75,5,36,14,4,7,10,22
33105,12/26/2017,Home,W,44,0.543,13,0.419,21,27,0.778,9,49,31,7,8,13,13
34102,12/29/2017,Away,W,42,0.488,9,0.281,28,34,0.824,15,49,23,7,6,13,21
35102,12/31/2017,Home,W,36,0.474,10,0.357,24,27,0.889,6,42,24,9,5,16,21
36102,1/2/2018,Home,W,39,0.549,9,0.391,26,31,0.839,4,34,23,5,3,19,24
37102,1/4/2018,Home,L,45,0.45,9,0.3,18,23,0.783,15,45,29,5,2,10,15
38102,1/6/2018,Home,L,39,0.429,3,0.273,24,30,0.8,10,45,19,10,7,18,25
39102,1/8/2018,Home,W,38,0.447,9,0.5,23,34,0.676,14,47,16,10,9,16,25
40102,1/10/2018,Away,W,46,0.489,11,0.458,22,28,0.786,11,46,24,9,3,14,19
41141,1/11/2018,Away,W,43,0.512,13,0.419,22,30,0.733,8,39,28,9,5,17,19
42118,1/13/2018,Home,W,46,0.561,12,0.387,22,26,0.846,5,39,29,11,5,15,22
43105,1/15/2018,Home,W,44,0.557,10,0.4,15,20,0.75,4,41,30,6,10,18,17
44102,1/17/2018,Home,W,40,0.46,10,0.333,19,31,0.613,17,48,22,10,5,20,16
45102,1/20/2018,Away,L,36,0.439,11,0.306,30,38,0.789,7,34,18,17,2,14,24
46102,1/22/2018,Home,L,47,0.56,9,0.333,15,22,0.682,8,40,31,4,1,17,27
47102,1/24/2018,Home,L,35,0.443,5,0.238,27,39,0.692,10,40,26,6,5,19,15
48102,1/26/2018,Away,W,39,0.488,10,0.37,21,29,0.724,3,36,23,15,6,10,20
49102,1/28/2018,Away,W,45,0.469,9,0.321,13,18,0.722,11,50,29,7,4,12,19
50102,1/30/2018,Home,L,35,0.412,6,0.273,20,26,0.769,9,50,22,5,7,13,17
51141,2/3/2018,Home,W,40,0.455,9,0.36,24,28,0.857,10,54,23,4,5,13,18
52118,2/5/2018,Home,W,42,0.483,10,0.37,10,12,0.833,5,39,28,10,3,13,16
53105,2/9/2018,Away,W,42,0.462,10,0.333,14,15,0.933,14,57,23,6,3,9,16
54102,2/10/2018,Away,L,38,0.432,8,0.25,14,23,0.609,11,53,20,7,5,16,16
55102,2/12/2018,Away,W,48,0.565,6,0.375,12,14,0.857,8,43,19,8,6,15,14
56102,2/14/2018,Away,W,44,0.5,11,0.379,30,33,0.909,7,43,26,5,5,7,21
57102,2/22/2018,Away,L,44,0.5,11,0.344,28,34,0.824,8,36,32,9,3,14,19
58102,2/23/2018,Away,W,45,0.517,14,0.438,24,32,0.75,8,51,23,5,8,16,26
59102,2/27/2018,Away,W,46,0.517,7,0.269,23,31,0.742,13,43,26,12,7,18,25
60102,2/28/2018,Home,L,36,0.456,7,0.304,13,19,0.684,4,39,17,6,2,16,19
61141,3/2/2018,Home,W,50,0.562,9,0.36,19,24,0.792,14,51,34,14,6,11,17
62118,3/4/2018,Home,W,44,0.524,10,0.37,25,30,0.833,7,40,18,12,6,10,20
63105,3/6/2018,Home,L,46,0.465,7,0.259,17,26,0.654,10,57,25,5,2,13,18
64102,3/9/2018,Home,W,43,0.483,11,0.393,19,30,0.633,13,52,25,6,3,13,16
65102,3/10/2018,Home,W,41,0.526,7,0.389,24,28,0.857,8,41,17,9,3,15,20
66102,3/13/2018,Away,W,37,0.487,8,0.276,30,41,0.732,6,42,27,4,5,14,14
67102,3/15/2018,Away,L,44,0.454,4,0.222,4,8,0.5,11,45,16,3,4,9,21
68102,3/16/2018,Away,L,42,0.488,11,0.423,18,23,0.783,16,48,21,10,3,21,18
69102,3/18/2018,Home,L,40,0.449,9,0.391,20,27,0.741,8,38,21,8,3,8,17
70102,3/20/2018,Away,L,40,0.43,8,0.333,21,26,0.808,11,41,21,4,5,10,22
71141,3/21/2018,Away,W,45,0.523,15,0.5,22,29,0.759,16,47,26,12,3,19,16
72118,3/23/2018,Away,L,42,0.553,10,0.385,10,14,0.714,5,32,24,4,3,14,20
73105,3/25/2018,Away,W,44,0.463,8,0.444,21,27,0.778,12,44,17,7,5,8,16
74102,3/27/2018,Home,W,40,0.465,15,0.536,10,18,0.556,8,41,23,8,4,13,23
75102,3/28/2018,Away,W,43,0.538,8,0.471,17,25,0.68,11,51,26,7,4,21,17
76102,3/30/2018,Away,L,36,0.404,4,0.308,20,35,0.571,11,46,13,5,5,10,16
77102,4/1/2018,Home,L,42,0.512,9,0.36,11,14,0.786,12,36,24,6,6,13,19
78102,4/3/2018,Home,W,37,0.451,5,0.313,34,43,0.791,12,47,21,8,2,14,23
79102,4/5/2018,Away,L,35,0.443,3,0.176,22,28,0.786,11,39,18,7,3,16,25
80102,4/7/2018,Home,L,43,0.494,6,0.353,23,34,0.676,15,38,25,6,0,10,19
81107,4/9/2018,Home,L,45,0.459,2,0.118,8,19,0.421,16,60,29,6,6,15,18
82102,4/11/2018,Home,L,41,0.494,6,0.333,12,28,0.429,8,41,27,8,1,17,17
1405,10/19/2017,Home,L,37,0.407,4,0.25,14,23,0.609,12,52,21,8,7,19,15
2405,10/20/2017,Away,W,48,0.516,12,0.462,24,33,0.727,5,42,22,8,3,18,31
3405,10/22/2017,Home,L,44,0.489,9,0.333,15,20,0.75,9,38,27,7,6,17,24
4405,10/25/2017,Home,W,41,0.446,7,0.233,13,16,0.813,6,53,27,9,5,21,26
5405,10/27/2017,Home,L,36,0.456,3,0.13,17,24,0.708,9,49,20,7,6,21,22
6405,10/28/2017,Away,L,31,0.383,5,0.227,14,20,0.7,14,39,17,12,4,16,20
7405,10/31/2017,Home,W,45,0.495,12,0.462,11,14,0.786,11,53,30,9,5,14,14
8208,11/2/2017,Away,L,43,0.544,4,0.222,20,27,0.741,2,32,16,8,8,11,20
9103,11/3/2017,Home,W,48,0.511,9,0.429,19,27,0.704,7,57,26,10,7,16,29
10103,11/5/2017,Home,W,40,0.471,9,0.333,18,23,0.783,8,46,25,5,4,16,16
11142,11/8/2017,Away,L,37,0.435,5,0.208,17,23,0.739,12,48,16,8,8,20,30
12119,11/9/2017,Away,L,31,0.36,3,0.13,30,41,0.732,17,46,17,9,4,19,19
13106,11/11/2017,Away,L,31,0.419,6,0.273,22,37,0.595,8,48,21,7,9,21,22
14103,11/13/2017,Away,W,39,0.424,14,0.424,8,13,0.615,9,53,17,6,6,16,20
15103,11/15/2017,Home,L,42,0.385,3,0.111,22,27,0.815,22,57,18,7,6,9,23
16103,11/17/2017,Home,L,45,0.495,7,0.28,16,24,0.667,9,49,26,7,10,19,20
17103,11/19/2017,Home,W,53,0.53,12,0.375,9,16,0.563,13,46,36,11,5,15,27
18103,11/21/2017,Home,W,36,0.4,13,0.325,18,25,0.72,12,53,23,7,6,12,16
19103,11/22/2017,Away,L,39,0.5,15,0.517,9,15,0.6,4,31,27,8,4,17,19
20103,11/27/2017,Away,L,44,0.484,11,0.367,16,24,0.667,12,43,23,10,5,16,29
21142,11/29/2017,Home,L,47,0.495,9,0.375,20,25,0.8,7,34,30,12,5,17,23
22119,12/2/2017,Away,L,38,0.442,9,0.3,15,21,0.714,17,52,21,5,2,21,24
23106,12/3/2017,Home,L,32,0.381,9,0.321,22,30,0.733,11,45,16,9,6,20,22
24103,12/7/2017,Away,W,42,0.438,11,0.393,12,24,0.5,15,44,22,13,7,11,24
25103,12/9/2017,Away,W,43,0.506,9,0.333,15,21,0.714,6,46,24,7,5,14,21
26103,12/12/2017,Away,L,42,0.412,13,0.371,12,15,0.8,20,52,24,6,6,16,19
27103,12/14/2017,Away,L,47,0.495,9,0.29,9,14,0.643,16,49,33,7,3,18,20
28103,12/18/2017,Home,L,41,0.446,10,0.4,22,35,0.629,7,45,23,9,9,12,26
29103,12/20/2017,Away,W,40,0.471,15,0.429,27,43,0.628,10,47,27,8,5,10,25
30103,12/22/2017,Away,L,40,0.426,11,0.379,15,22,0.682,15,46,22,11,5,15,23
31142,12/23/2017,Home,L,36,0.424,8,0.32,12,20,0.6,11,55,23,8,3,17,22
32119,12/25/2017,Home,L,40,0.435,10,0.333,14,20,0.7,13,37,21,10,1,12,16
33106,12/27/2017,Home,L,35,0.376,8,0.286,21,33,0.636,22,49,14,5,4,11,26
34103,12/29/2017,Home,L,46,0.489,3,0.158,11,16,0.688,11,35,25,7,3,12,22
35103,12/31/2017,Away,L,53,0.505,10,0.4,26,37,0.703,15,54,31,6,4,14,32
36103,1/1/2018,Away,L,34,0.447,8,0.308,20,29,0.69,9,37,18,12,4,24,25
37103,1/3/2018,Home,L,38,0.413,11,0.333,9,15,0.6,16,45,24,5,4,17,10
38103,1/5/2018,Home,L,38,0.404,9,0.25,9,12,0.75,12,46,24,7,3,16,20
39103,1/7/2018,Home,W,48,0.558,16,0.444,20,25,0.8,6,49,32,13,6,18,25
40103,1/9/2018,Home,W,37,0.481,12,0.343,13,21,0.619,9,55,30,12,4,25,23
41142,1/11/2018,Home,W,36,0.414,13,0.342,8,14,0.571,12,47,22,15,4,15,17
42119,1/13/2018,Away,W,43,0.453,8,0.308,13,18,0.722,11,59,24,4,0,14,31
43106,1/15/2018,Away,L,38,0.396,12,0.343,26,31,0.839,12,44,25,11,8,13,23
44103,1/17/2018,Away,L,38,0.469,10,0.385,4,4,1,6,30,25,9,1,16,15
45103,1/19/2018,Home,W,44,0.55,9,0.321,2,14,0.143,6,47,26,7,6,14,17
46103,1/21/2018,Home,W,51,0.56,10,0.385,15,21,0.714,12,39,31,10,3,6,18
47103,1/23/2018,Home,W,40,0.44,7,0.269,21,36,0.583,14,51,18,6,2,10,16
48103,1/26/2018,Away,W,41,0.451,5,0.208,21,28,0.75,10,48,23,6,3,9,23
49103,1/28/2018,Away,L,40,0.44,8,0.32,23,33,0.697,13,44,22,9,4,14,21
50103,1/31/2018,Away,L,39,0.47,4,0.2,23,30,0.767,11,43,18,7,1,16,18
51142,2/2/2018,Away,W,39,0.424,10,0.385,14,20,0.7,18,56,21,5,6,15,18
52119,2/4/2018,Away,W,42,0.488,13,0.433,11,18,0.611,8,40,24,6,7,19,20
53106,2/6/2018,Home,W,39,0.47,11,0.423,23,26,0.885,12,56,19,7,7,14,21
54103,2/8/2018,Home,W,42,0.438,10,0.323,12,13,0.923,13,51,28,5,7,8,19
55103,2/10/2018,Away,L,46,0.548,16,0.471,15,22,0.682,9,37,29,7,0,17,25
56103,2/14/2018,Away,L,46,0.511,10,0.455,15,18,0.833,7,37,26,5,3,20,21
57103,2/15/2018,Away,L,43,0.457,7,0.226,18,26,0.692,11,46,19,6,4,13,26
58103,2/23/2018,Home,W,48,0.516,13,0.394,15,20,0.75,13,62,32,8,6,16,17
59103,2/24/2018,Away,W,41,0.451,17,0.447,14,20,0.7,12,44,26,5,6,10,18
60103,2/26/2018,Away,W,47,0.522,15,0.455,14,19,0.737,10,59,28,8,6,23,23
61142,3/1/2018,Away,W,47,0.595,16,0.552,21,26,0.808,6,36,29,9,5,13,17
62119,3/3/2018,Away,W,40,0.435,15,0.441,21,27,0.778,10,46,26,10,4,15,21
63106,3/5/2018,Home,L,34,0.391,11,0.297,24,31,0.774,7,47,20,9,7,10,24
64103,3/7/2018,Home,W,43,0.489,11,0.333,11,12,0.917,7,39,27,7,3,14,16
65103,3/9/2018,Away,L,45,0.489,14,0.4,12,16,0.75,12,44,25,8,6,15,23
66103,3/11/2018,Home,W,48,0.5,13,0.382,18,20,0.9,14,51,30,9,4,13,19
67103,3/13/2018,Home,W,40,0.444,15,0.375,17,25,0.68,12,52,20,6,3,15,23
68103,3/14/2018,Away,L,38,0.452,12,0.316,18,28,0.643,7,35,24,11,8,14,19
69103,3/16/2018,Home,L,32,0.421,9,0.474,18,22,0.818,7,49,22,5,4,20,17
70103,3/19/2018,Away,L,38,0.442,8,0.242,16,23,0.696,14,47,20,4,3,13,18
71142,3/22/2018,Away,L,43,0.494,17,0.436,22,28,0.786,7,40,19,4,3,16,20
72119,3/24/2018,Away,W,35,0.407,13,0.342,17,25,0.68,11,44,19,7,2,11,20
73106,3/26/2018,Away,L,40,0.471,6,0.261,20,25,0.8,6,47,29,3,7,10,20
74103,3/28/2018,Home,W,36,0.468,9,0.273,22,32,0.688,7,49,25,6,5,15,16
75103,3/30/2018,Home,L,48,0.511,8,0.296,18,25,0.72,15,56,33,5,3,18,23
76103,4/1/2018,Home,L,30,0.4,7,0.219,16,25,0.64,10,47,18,5,6,14,15
77103,4/3/2018,Away,L,36,0.486,14,0.5,24,36,0.667,7,39,23,7,5,16,23
78103,4/4/2018,Home,W,47,0.547,13,0.542,15,18,0.833,4,44,32,4,3,13,22
79103,4/6/2018,Home,L,31,0.392,8,0.333,26,32,0.813,13,53,16,3,2,20,21
80103,4/8/2018,Home,L,37,0.398,5,0.2,18,22,0.818,12,44,20,8,4,12,22
81108,4/10/2018,Home,L,38,0.422,10,0.278,13,15,0.867,9,47,22,14,4,17,19
82103,4/11/2018,Away,W,42,0.477,17,0.436,14,16,0.875,10,49,25,8,6,17,23
1406,10/18/2017,Home,W,39,0.424,9,0.31,16,28,0.571,15,45,19,9,8,11,29
2406,10/21/2017,Home,W,36,0.468,10,0.37,29,37,0.784,6,40,20,8,4,14,25
3406,10/23/2017,Away,W,29,0.426,6,0.316,34,37,0.919,3,38,16,5,2,12,21
4406,10/25/2017,Away,L,33,0.458,12,0.387,16,24,0.667,6,36,14,7,2,17,22
5406,10/26/2017,Home,W,30,0.411,10,0.294,26,30,0.867,9,46,18,7,6,18,23
6406,10/28/2017,Home,W,40,0.471,14,0.424,9,12,0.75,6,42,26,10,6,9,20
7406,10/30/2017,Home,L,32,0.344,8,0.229,27,33,0.818,11,48,17,7,8,7,22
8209,11/1/2017,Home,L,39,0.476,10,0.333,11,16,0.688,5,31,21,12,3,13,16
9104,11/4/2017,Away,W,40,0.476,13,0.419,20,24,0.833,9,39,21,8,7,11,28
10104,11/5/2017,Away,L,40,0.46,11,0.297,11,14,0.786,6,39,23,6,7,12,22
11143,11/7/2017,Away,W,35,0.479,7,0.368,21,25,0.84,5,34,18,8,10,14,21
12120,11/11/2017,Away,L,38,0.481,6,0.3,14,18,0.778,5,41,23,9,5,19,20
13107,11/13/2017,Away,L,37,0.487,11,0.423,18,21,0.857,8,37,21,5,1,14,25
14104,11/15/2017,Home,L,44,0.512,8,0.25,17,22,0.773,11,43,29,5,10,14,19
15104,11/18/2017,Home,L,31,0.36,7,0.259,14,19,0.737,15,48,18,6,7,12,18
16104,11/20/2017,Home,L,33,0.384,8,0.267,18,23,0.783,5,35,23,6,9,8,26
17104,11/22/2017,Home,L,37,0.457,7,0.241,13,14,0.929,6,52,25,7,6,17,25
18104,11/24/2017,Away,L,36,0.493,9,0.375,11,16,0.688,3,23,28,10,3,18,21
19104,11/26/2017,Home,L,32,0.4,8,0.32,16,18,0.889,11,35,15,8,3,14,24
20104,11/29/2017,Away,L,35,0.455,11,0.5,14,16,0.875,11,37,21,4,1,17,19
21143,12/1/2017,Home,L,30,0.405,5,0.333,14,18,0.778,8,38,19,8,6,16,26
22120,12/2/2017,Away,L,43,0.512,13,0.565,12,14,0.857,6,36,31,6,4,12,19
23107,12/4/2017,Home,W,34,0.472,6,0.286,21,24,0.875,6,41,22,6,8,16,22
24104,12/6/2017,Away,L,29,0.414,12,0.429,18,22,0.818,4,27,14,8,5,15,24
25104,12/8/2017,Home,L,41,0.5,9,0.333,16,22,0.727,11,35,24,8,3,16,25
26104,12/9/2017,Home,L,39,0.443,13,0.394,10,17,0.588,13,47,23,5,5,13,30
27104,12/11/2017,Home,L,28,0.389,8,0.296,18,27,0.667,6,31,17,6,1,14,22
28104,12/13/2017,Away,L,31,0.383,10,0.357,15,16,0.938,10,47,18,6,2,16,23
29104,12/15/2017,Home,W,36,0.462,12,0.48,12,17,0.706,10,43,21,12,6,21,24
30104,12/16/2017,Home,L,32,0.405,14,0.412,15,17,0.882,10,38,18,8,3,13,19
31143,12/20/2017,Away,L,28,0.333,12,0.387,16,19,0.842,15,41,20,10,6,16,23
32120,12/21/2017,Away,L,39,0.433,5,0.192,12,16,0.75,15,50,15,5,7,9,22
33107,12/23/2017,Home,W,40,0.444,13,0.419,22,25,0.88,15,47,28,5,5,9,26
34104,12/26/2017,Away,L,35,0.402,3,0.15,24,29,0.828,10,38,12,10,11,10,28
35104,12/27/2017,Away,W,35,0.493,5,0.238,34,39,0.872,5,37,20,3,9,10,20
36104,12/30/2017,Away,L,49,0.521,15,0.714,15,22,0.682,13,38,29,6,0,7,22
37104,12/31/2017,Away,W,41,0.539,14,0.467,18,24,0.75,6,44,22,11,8,16,21
38104,1/2/2018,Away,L,38,0.481,8,0.308,21,33,0.636,10,38,18,10,2,14,29
39104,1/5/2018,Home,L,35,0.407,10,0.333,20,26,0.769,11,46,20,6,9,16,25
40104,1/10/2018,Home,W,37,0.42,5,0.263,26,32,0.813,14,50,21,7,5,9,26
41143,1/12/2018,Away,L,30,0.39,7,0.292,11,14,0.786,8,36,17,8,5,14,28
42120,1/15/2018,Home,W,42,0.512,10,0.455,29,34,0.853,6,48,24,8,8,18,26
43107,1/17/2018,Home,W,41,0.451,10,0.357,13,17,0.765,15,44,23,9,3,11,19
44104,1/19/2018,Home,W,39,0.443,10,0.294,18,23,0.783,14,49,24,12,5,13,17
45104,1/20/2018,Away,L,37,0.451,15,0.429,15,16,0.938,10,44,22,2,1,14,29
46104,1/22/2018,Home,W,33,0.423,10,0.385,29,35,0.829,11,32,14,14,2,12,26
47104,1/24/2018,Home,L,36,0.434,2,0.111,11,14,0.786,9,41,19,7,4,17,25
48104,1/26/2018,Home,L,39,0.481,8,0.296,14,18,0.778,8,43,31,1,9,19,24
49104,1/29/2018,Home,W,47,0.566,11,0.5,15,18,0.833,12,38,29,7,9,20,27
50104,1/31/2018,Away,L,39,0.476,12,0.462,11,15,0.733,14,41,20,10,1,18,21
51143,2/1/2018,Away,L,40,0.417,8,0.258,14,14,1,10,49,22,3,3,9,24
52120,2/4/2018,Away,L,29,0.358,8,0.32,20,23,0.87,13,45,17,7,6,19,23
53107,2/6/2018,Away,L,34,0.43,4,0.182,10,13,0.769,9,37,23,7,5,25,24
54104,2/7/2018,Home,L,34,0.42,8,0.348,12,16,0.75,9,36,18,12,5,15,26
55104,2/11/2018,Away,L,32,0.39,6,0.214,22,24,0.917,12,47,21,4,5,17,32
56104,2/14/2018,Home,L,44,0.512,14,0.519,12,15,0.8,6,41,29,6,2,12,25
57104,2/23/2018,Home,L,33,0.393,9,0.375,14,18,0.778,5,37,22,10,4,21,25
58104,2/24/2018,Away,L,35,0.438,5,0.455,14,17,0.824,9,40,16,7,3,19,22
59104,2/26/2018,Away,L,34,0.436,5,0.217,25,32,0.781,5,40,27,4,2,10,22
60104,2/28/2018,Home,L,33,0.379,13,0.419,23,28,0.821,11,48,23,8,8,20,29
61143,3/2/2018,Home,L,40,0.44,10,0.37,12,15,0.8,17,40,26,14,3,20,23
62120,3/3/2018,Away,L,38,0.409,6,0.273,18,26,0.692,13,46,24,9,3,9,26
63107,3/5/2018,Away,L,42,0.525,8,0.364,6,9,0.667,6,42,26,8,5,20,22
64104,3/7/2018,Away,L,40,0.488,10,0.345,20,25,0.8,9,33,24,12,3,14,26
65104,3/9/2018,Home,L,31,0.373,6,0.273,10,14,0.714,10,39,16,4,5,15,22
66104,3/10/2018,Away,L,30,0.357,7,0.389,13,17,0.765,9,41,19,4,4,14,24
67104,3/12/2018,Home,L,42,0.472,9,0.333,10,19,0.526,10,31,27,6,5,9,23
68104,3/15/2018,Home,L,38,0.437,13,0.371,21,25,0.84,11,47,27,7,4,14,22
69104,3/17/2018,Home,W,33,0.407,13,0.406,22,28,0.786,14,47,21,5,9,11,20
70104,3/19/2018,Away,L,46,0.523,10,0.435,13,20,0.65,11,42,21,11,3,16,33
71143,3/21/2018,Away,L,40,0.404,9,0.333,16,20,0.8,15,47,25,6,2,13,20
72120,3/22/2018,Away,L,30,0.385,4,0.222,15,21,0.714,9,38,13,4,7,19,24
73107,3/24/2018,Home,L,35,0.417,5,0.172,18,22,0.818,11,43,20,7,6,10,21
74104,3/26/2018,Away,W,40,0.476,15,0.484,6,9,0.667,7,35,25,8,4,13,23
75104,3/28/2018,Home,W,41,0.488,13,0.52,13,23,0.565,11,46,23,7,2,15,24
76104,3/30/2018,Away,L,39,0.481,9,0.391,10,15,0.667,7,33,24,8,4,13,21
77104,4/1/2018,Away,L,40,0.455,9,0.429,9,12,0.75,9,42,20,7,5,17,19
78104,4/4/2018,Away,L,37,0.398,10,0.313,11,15,0.733,11,37,19,9,1,21,19
79104,4/6/2018,Home,L,37,0.44,6,0.25,13,18,0.722,12,38,20,7,7,15,12
80104,4/8/2018,Home,W,48,0.578,16,0.485,18,24,0.75,8,43,36,11,4,12,18
81109,4/9/2018,Away,L,35,0.412,5,0.278,19,21,0.905,10,35,20,11,5,17,20
82104,4/11/2018,Away,L,44,0.484,13,0.419,22,24,0.917,10,42,22,9,2,13,22
1407,10/18/2017,Away,L,44,0.436,8,0.267,13,17,0.765,11,44,27,6,4,13,20
2407,10/21/2017,Home,W,45,0.517,14,0.412,8,14,0.571,6,45,24,6,11,14,19
3407,10/23/2017,Home,W,39,0.459,14,0.378,12,18,0.667,10,41,21,12,6,19,19
4407,10/25/2017,Home,L,37,0.463,9,0.346,17,18,0.944,4,32,19,6,2,9,25
5407,10/28/2017,Home,L,34,0.43,7,0.226,15,16,0.938,6,40,17,6,9,19,23
6407,10/30/2017,Home,L,49,0.527,7,0.259,17,25,0.68,15,49,17,8,5,24,28
7407,11/1/2017,Home,W,34,0.41,12,0.387,17,19,0.895,3,48,21,8,0,11,19
8300,11/3/2017,Away,L,36,0.468,15,0.405,7,11,0.636,8,41,23,9,6,23,24
9105,11/5/2017,Away,W,37,0.44,14,0.389,16,19,0.842,10,37,23,12,6,16,26
10105,11/6/2017,Away,L,30,0.361,8,0.308,12,17,0.706,7,44,19,10,6,20,20
11144,11/8/2017,Away,W,43,0.531,12,0.4,28,35,0.8,11,53,21,5,4,14,25
12121,11/10/2017,Away,W,30,0.39,10,0.4,14,18,0.778,7,48,10,9,6,19,20
13108,11/12/2017,Away,L,39,0.433,13,0.351,12,16,0.75,7,39,25,8,5,9,22
14105,11/15/2017,Home,L,32,0.41,13,0.433,16,19,0.842,12,42,15,3,3,17,20
15105,11/17/2017,Away,W,34,0.41,10,0.286,13,18,0.722,10,52,21,6,7,15,19
16105,11/19/2017,Home,L,35,0.422,13,0.351,12,14,0.857,10,35,21,8,2,14,11
17105,11/22/2017,Home,W,40,0.494,10,0.357,14,16,0.875,7,48,20,3,4,16,22
18105,11/24/2017,Away,W,38,0.475,19,0.487,14,16,0.875,9,42,29,4,4,13,24
19105,11/26/2017,Away,W,34,0.453,13,0.406,19,23,0.826,1,45,19,9,5,12,14
20105,11/28/2017,Away,L,37,0.44,10,0.323,13,20,0.65,8,42,24,7,5,15,19
21144,11/29/2017,Away,L,32,0.381,10,0.263,12,20,0.6,9,31,21,13,4,15,20
22121,12/1/2017,Home,W,39,0.488,14,0.4,13,21,0.619,9,39,25,8,4,21,24
23108,12/3/2017,Home,L,33,0.407,14,0.378,15,17,0.882,5,28,17,5,4,11,15
24105,12/6/2017,Away,L,39,0.542,18,0.529,9,12,0.75,6,29,28,7,4,18,17
25105,12/9/2017,Away,W,42,0.467,8,0.296,9,14,0.643,8,44,15,6,8,5,17
26105,12/11/2017,Away,W,37,0.561,14,0.519,19,24,0.792,2,35,24,8,8,13,22
27105,12/13/2017,Home,L,34,0.472,13,0.433,14,23,0.609,10,36,19,6,1,15,21
28105,12/15/2017,Away,W,39,0.5,11,0.355,15,17,0.882,5,41,25,10,8,16,22
29105,12/16/2017,Home,W,31,0.378,12,0.343,16,21,0.762,9,37,22,10,8,8,15
30105,12/18/2017,Away,L,36,0.456,7,0.28,25,30,0.833,8,42,19,9,6,19,28
31144,12/20/2017,Away,W,33,0.44,10,0.357,14,25,0.56,6,46,23,6,3,12,16
32121,12/22/2017,Home,W,46,0.639,16,0.64,5,6,0.833,2,35,25,3,3,11,15
33108,12/23/2017,Home,L,36,0.424,10,0.313,12,15,0.8,13,38,18,4,3,13,19
34105,12/26/2017,Home,W,41,0.451,11,0.333,14,17,0.824,16,53,22,11,5,15,20
35105,12/29/2017,Home,L,30,0.337,3,0.115,24,31,0.774,12,43,12,9,3,11,18
36105,12/30/2017,Away,W,45,0.511,12,0.5,15,18,0.833,11,40,24,6,2,8,17
