GameID,Date,Home,WINorLOSS,FieldGoals,FieldGoals.,X3PointShots,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
5435,2/21/2016,Away,W,41,0.513,10,0.435,23,27,0.852,13,49,25,4,1,12,21
5535,2/22/2016,Home,L,34,0.43,8,0.308,12,13,0.923,5,40,19,8,2,17,21
5635,2/24/2016,Home,W,45,0.495,13,0.406,11,17,0.647,12,47,26,11,1,9,20
5735,2/26/2016,Away,L,35,0.473,12,0.5,15,21,0.714,10,39,21,4,0,14,26
5835,2/28/2016,Away,L,32,0.4,9,0.31,26,30,0.867,6,39,20,6,2,14,26
5935,2/29/2016,Home,W,35,0.422,9,0.31,21,25,0.84,9,40,22,4,2,11,15
6035,3/4/2016,Home,W,42,0.467,12,0.444,12,16,0.75,8,47,24,9,5,9,19
6149,3/5/2016,Home,W,42,0.512,10,0.333,26,34,0.765,15,47,27,8,4,15,21
6237,3/7/2016,Home,L,36,0.45,7,0.241,24,29,0.828,13,49,23,9,7,25,22
6335,3/9/2016,Away,W,39,0.433,13,0.295,29,35,0.829,15,51,17,5,1,13,21
6435,3/10/2016,Away,W,45,0.529,16,0.457,14,20,0.7,9,38,22,4,6,8,20
6535,3/13/2016,Away,W,41,0.488,18,0.486,14,20,0.7,9,49,23,3,4,8,19
6635,3/14/2016,Away,L,35,0.398,10,0.233,5,8,0.625,13,39,18,6,3,8,16
6735,3/16/2016,Home,W,39,0.443,10,0.27,11,13,0.846,13,48,21,9,4,16,19
6835,3/18/2016,Away,W,38,0.5,13,0.464,20,27,0.741,9,41,23,7,4,19,21
6935,3/19/2016,Away,L,40,0.526,10,0.417,11,13,0.846,3,26,19,6,3,14,22
7035,3/21/2016,Home,W,48,0.558,15,0.484,13,17,0.765,8,43,38,10,4,12,19
7149,3/23/2016,Home,W,40,0.482,10,0.294,23,27,0.852,17,42,29,6,8,12,17
7237,3/24/2016,Away,L,39,0.438,10,0.263,7,9,0.778,11,45,22,3,2,14,20
7335,3/26/2016,Away,W,37,0.446,14,0.412,19,25,0.76,15,53,21,6,5,9,23
7435,3/29/2016,Home,L,31,0.36,14,0.35,24,28,0.857,10,38,21,5,5,11,31
7535,3/31/2016,Home,W,38,0.437,12,0.316,19,24,0.792,9,50,29,10,7,17,17
7635,4/1/2016,Away,W,39,0.398,12,0.316,20,31,0.645,11,57,27,9,6,12,23
7735,4/3/2016,Home,W,45,0.542,16,0.552,6,13,0.462,15,46,34,7,1,17,19
7835,4/5/2016,Away,W,41,0.547,18,0.5,9,10,0.9,2,41,30,4,8,16,14
7935,4/6/2016,Away,L,35,0.473,8,0.276,31,34,0.912,7,33,15,7,3,10,19
8035,4/9/2016,Away,L,36,0.434,19,0.475,11,18,0.611,12,42,24,5,5,15,18
8136,4/11/2016,Home,W,40,0.482,11,0.379,18,20,0.9,9,47,17,9,4,15,14
8235,4/13/2016,Home,L,46,0.474,7,0.389,11,15,0.733,8,43,21,4,7,10,23
1150,10/28/2015,Away,W,40,0.471,10,0.476,21,31,0.677,6,48,24,7,3,8,25
2150,10/29/2015,Away,L,35,0.361,6,0.2,12,15,0.8,14,55,22,4,2,12,26
3150,11/1/2015,Away,W,40,0.46,11,0.367,12,16,0.75,8,49,28,5,4,11,22
4150,11/3/2015,Home,L,33,0.384,7,0.304,18,25,0.72,14,44,20,5,3,15,25
5150,11/5/2015,Home,L,32,0.39,6,0.207,24,27,0.889,8,44,17,8,2,13,13
6150,11/7/2015,Home,W,40,0.476,9,0.375,18,22,0.818,6,42,20,5,2,9,17
7150,11/10/2015,Away,L,39,0.443,5,0.25,22,26,0.846,8,44,20,4,4,13,17
855,11/11/2015,Home,W,42,0.553,11,0.458,23,30,0.767,8,44,23,8,3,13,29
936,11/13/2015,Home,W,30,0.366,7,0.259,23,29,0.793,7,48,19,9,4,15,15
1036,11/14/2015,Away,W,43,0.483,8,0.286,16,21,0.762,8,45,24,6,7,11,21
1151,11/16/2015,Away,W,30,0.395,7,0.292,25,30,0.833,6,39,16,12,2,19,23
1238,11/18/2015,Away,W,37,0.514,7,0.35,25,35,0.714,7,39,22,7,7,17,22
1336,11/20/2015,Home,W,39,0.47,8,0.286,16,17,0.941,8,34,24,10,5,8,19
1436,11/22/2015,Away,L,44,0.53,10,0.526,16,28,0.571,9,36,26,8,4,17,17
1536,11/24/2015,Away,L,30,0.39,11,0.324,25,28,0.893,4,48,22,4,6,19,25
1636,11/25/2015,Away,L,34,0.41,6,0.273,9,12,0.75,9,46,21,7,1,13,21
1736,11/28/2015,Home,W,33,0.429,7,0.269,19,27,0.704,10,42,18,13,3,13,14
1836,11/30/2015,Away,L,36,0.429,9,0.243,17,22,0.773,9,40,22,8,3,16,30
1936,12/1/2015,Away,W,43,0.457,9,0.31,20,24,0.833,12,49,23,7,5,12,17
2036,12/4/2015,Home,L,37,0.457,8,0.276,14,20,0.7,11,42,23,8,5,17,17
2151,12/6/2015,Away,W,38,0.5,16,0.516,24,27,0.889,6,50,25,5,4,16,17
2238,12/7/2015,Away,W,37,0.451,13,0.419,17,20,0.85,7,43,21,7,3,9,14
2336,12/9/2015,Home,L,36,0.36,7,0.226,16,19,0.842,20,51,18,7,3,9,15
2436,12/12/2015,Home,L,38,0.427,14,0.424,21,24,0.875,11,46,23,5,3,12,12
2536,12/14/2015,Home,W,38,0.494,12,0.375,16,21,0.762,5,41,17,12,1,16,22
2636,12/16/2015,Away,L,33,0.367,8,0.242,7,10,0.7,11,47,16,2,3,11,16
2736,12/18/2015,Home,W,34,0.436,10,0.345,19,21,0.905,11,50,27,7,4,19,17
2836,12/22/2015,Away,L,40,0.435,11,0.379,8,11,0.727,4,34,23,8,7,6,25
2936,12/23/2015,Away,W,45,0.549,16,0.471,13,15,0.867,5,34,27,3,4,17,18
3036,12/26/2015,Home,W,40,0.46,16,0.485,22,28,0.786,16,42,24,10,1,11,25
3151,12/28/2015,Home,W,38,0.452,10,0.455,17,26,0.654,6,34,25,9,2,4,15
3238,12/30/2015,Home,W,42,0.512,14,0.519,16,20,0.8,12,52,20,6,4,15,19
3336,1/1/2016,Away,L,32,0.364,7,0.226,11,14,0.786,13,40,22,6,3,9,11
3436,1/2/2016,Home,L,36,0.434,10,0.385,16,19,0.842,3,33,20,10,2,13,17
3536,1/5/2016,Home,W,45,0.459,12,0.414,15,23,0.652,13,55,22,13,2,17,18
3636,1/6/2016,Away,W,37,0.425,7,0.25,19,22,0.864,11,52,22,7,6,10,18
3736,1/8/2016,Away,L,35,0.417,14,0.318,11,16,0.688,16,42,27,6,5,16,21
3836,1/10/2016,Away,W,36,0.468,6,0.3,15,21,0.714,11,39,20,7,3,13,19
3936,1/12/2016,Home,L,39,0.494,11,0.393,18,22,0.818,7,44,25,4,7,16,16
4036,1/13/2016,Away,L,32,0.39,6,0.194,19,25,0.76,8,41,18,7,3,16,20
4151,1/15/2016,Away,W,30,0.39,8,0.364,15,17,0.882,7,43,20,1,6,9,16
4238,1/17/2016,Away,L,29,0.358,6,0.261,19,25,0.76,5,45,20,4,6,13,23
4336,1/18/2016,Home,W,40,0.43,16,0.471,22,24,0.917,11,51,23,4,2,14,21
4436,1/20/2016,Home,W,42,0.433,5,0.2,17,22,0.773,9,46,18,11,2,11,15
4536,1/22/2016,Home,L,40,0.46,10,0.303,16,18,0.889,7,33,24,9,6,8,15
4636,1/24/2016,Away,L,36,0.456,15,0.5,17,22,0.773,8,36,17,4,4,14,20
4736,1/26/2016,Away,W,33,0.434,6,0.24,20,26,0.769,5,35,21,5,1,6,20
4836,1/27/2016,Away,L,44,0.506,11,0.355,8,12,0.667,8,34,20,4,0,10,21
4936,1/29/2016,Home,W,37,0.463,8,0.381,9,15,0.6,10,49,22,6,5,12,17
5036,1/31/2016,Home,W,31,0.397,8,0.276,21,23,0.913,13,42,15,9,1,14,19
5151,2/1/2016,Away,L,31,0.365,7,0.269,28,38,0.737,10,37,14,5,2,6,18
5238,2/3/2016,Home,L,34,0.391,8,0.4,14,19,0.737,8,46,18,4,5,4,16
5336,2/5/2016,Home,L,33,0.452,3,0.2,21,27,0.778,5,36,17,7,2,15,23
5436,2/6/2016,Away,W,38,0.432,15,0.395,23,33,0.697,9,42,26,6,1,5,21
5536,2/9/2016,Home,L,36,0.48,11,0.379,36,41,0.878,6,36,24,5,1,11,21
5636,2/19/2016,Away,L,37,0.416,19,0.463,11,18,0.611,6,45,23,8,6,18,12
5736,2/21/2016,Home,W,41,0.482,13,0.382,34,36,0.944,14,48,23,8,3,10,19
5836,2/24/2016,Home,L,35,0.407,9,0.321,24,30,0.8,13,42,26,10,4,10,21
5936,2/26/2016,Home,W,45,0.511,11,0.379,21,27,0.778,10,45,25,9,1,14,25
6036,2/28/2016,Home,W,47,0.528,13,0.361,21,21,1,8,43,34,9,6,8,26
6151,3/1/2016,Home,W,43,0.558,9,0.474,26,31,0.839,6,36,27,7,4,15,19
6238,3/3/2016,Home,L,45,0.479,7,0.241,4,6,0.667,13,47,25,5,3,15,25
6336,3/6/2016,Away,L,41,0.441,16,0.39,16,20,0.8,8,46,29,5,8,12,19
6436,3/7/2016,Home,L,30,0.37,4,0.16,26,32,0.813,12,51,15,5,1,15,19
6536,3/9/2016,Home,L,39,0.453,9,0.3,9,11,0.818,7,40,25,6,2,8,19
6636,3/12/2016,Home,L,41,0.482,8,0.364,15,18,0.833,7,40,30,7,1,13,21
6736,3/14/2016,Away,W,42,0.483,9,0.3,14,18,0.778,6,42,30,9,6,14,26
6836,3/16/2016,Away,L,37,0.468,7,0.318,17,19,0.895,4,32,24,6,7,10,18
6936,3/18/2016,Home,L,41,0.441,9,0.31,21,22,0.955,11,46,25,4,8,12,15
7036,3/20/2016,Home,W,49,0.551,15,0.6,19,23,0.826,8,50,31,7,8,16,21
7151,3/23/2016,Away,L,42,0.438,9,0.3,10,11,0.909,11,47,21,8,6,17,17
7238,3/25/2016,Away,L,43,0.448,18,0.514,16,21,0.762,15,51,31,3,6,11,19
7336,3/27/2016,Away,L,42,0.477,8,0.333,19,24,0.792,12,41,22,6,2,13,24
7436,3/28/2016,Away,W,36,0.409,11,0.344,14,15,0.933,9,34,23,14,6,3,20
7536,3/30/2016,Home,W,35,0.412,8,0.32,13,17,0.765,14,42,18,7,1,15,15
7636,4/1/2016,Away,W,39,0.459,8,0.333,12,14,0.857,8,48,18,4,5,10,18
7736,4/3/2016,Away,W,32,0.386,14,0.35,10,17,0.588,15,44,19,6,4,10,17
7836,4/6/2016,Home,W,33,0.413,10,0.303,12,14,0.857,13,40,19,9,4,12,20
7936,4/8/2016,Home,W,30,0.5,12,0.387,31,39,0.795,6,38,18,7,6,17,17
8036,4/10/2016,Away,L,30,0.405,8,0.267,23,33,0.697,5,47,18,6,5,14,29
8137,4/11/2016,Away,W,36,0.444,11,0.344,18,22,0.818,10,47,19,7,2,9,15
8236,4/13/2016,Home,L,31,0.403,12,0.308,17,21,0.81,11,41,20,8,2,12,23
1152,10/28/2015,Away,W,40,0.506,13,0.481,12,18,0.667,9,49,26,9,10,21,26
2152,10/30/2015,Home,L,29,0.305,5,0.2,15,20,0.75,17,51,15,7,4,14,27
3152,11/1/2015,Away,L,35,0.38,9,0.346,14,19,0.737,14,35,20,8,3,13,17
4152,11/3/2015,Away,W,43,0.506,7,0.35,27,31,0.871,11,49,30,5,7,14,23
5152,11/5/2015,Home,L,28,0.389,5,0.25,23,34,0.676,11,45,16,4,6,13,14
6152,11/6/2015,Away,L,39,0.424,8,0.333,18,22,0.818,10,44,23,13,5,19,20
7152,11/9/2015,Home,W,40,0.519,7,0.368,21,32,0.656,8,47,20,5,7,14,20
856,11/11/2015,Home,W,39,0.494,8,0.333,17,24,0.708,14,36,27,10,6,14,12
937,11/13/2015,Home,W,37,0.457,9,0.45,24,32,0.75,12,46,25,10,4,18,23
1037,11/14/2015,Away,L,34,0.347,6,0.171,7,8,0.875,9,42,13,8,6,10,20
1153,11/17/2015,Away,W,45,0.529,15,0.5,10,13,0.769,11,43,27,5,6,13,15
1239,11/18/2015,Away,L,38,0.388,5,0.333,17,18,0.944,17,50,25,7,5,6,17
1337,11/20/2015,Home,L,41,0.456,5,0.208,20,26,0.769,14,38,24,8,4,11,22
1437,11/22/2015,Home,L,37,0.43,4,0.267,27,35,0.771,13,41,23,9,3,19,15
1537,11/24/2015,Home,L,31,0.397,8,0.32,24,29,0.828,8,48,16,3,0,16,32
1637,11/27/2015,Home,L,31,0.403,7,0.35,11,13,0.846,8,37,17,8,2,18,19
1737,11/28/2015,Away,L,30,0.4,8,0.32,13,17,0.765,10,45,17,9,5,20,22
1837,11/30/2015,Away,L,28,0.373,6,0.316,12,16,0.75,10,43,19,6,4,22,20
1937,12/2/2015,Away,L,36,0.387,5,0.333,13,22,0.591,13,49,26,8,8,7,22
2037,12/3/2015,Away,W,38,0.469,12,0.444,18,18,1,6,42,30,2,4,11,19
2153,12/5/2015,Away,W,37,0.457,11,0.355,23,38,0.605,13,47,25,8,4,17,21
2239,12/8/2015,Home,L,28,0.333,7,0.292,11,20,0.55,10,47,19,11,7,17,16
2337,12/11/2015,Home,W,38,0.442,11,0.393,24,33,0.727,8,50,21,7,1,12,25
2437,12/14/2015,Home,W,42,0.512,8,0.32,22,25,0.88,15,52,26,8,5,18,15
2537,12/15/2015,Away,W,41,0.562,10,0.556,20,27,0.741,10,39,24,9,6,14,26
2637,12/18/2015,Away,L,31,0.392,6,0.214,20,25,0.8,15,44,15,10,4,14,20
2737,12/20/2015,Home,L,45,0.469,17,0.486,18,22,0.818,13,39,26,5,4,5,25
2837,12/22/2015,Home,L,41,0.456,9,0.36,16,19,0.842,13,44,26,2,5,12,24
2937,12/23/2015,Away,W,42,0.462,14,0.4,6,13,0.462,13,50,26,6,7,17,20
3037,12/26/2015,Away,L,38,0.442,5,0.278,5,6,0.833,8,36,25,6,3,15,16
3153,12/27/2015,Away,L,46,0.489,9,0.36,11,15,0.733,17,37,24,6,2,10,18
3239,12/29/2015,Home,L,37,0.416,5,0.208,8,11,0.727,12,52,18,8,6,18,19
3337,12/30/2015,Away,L,37,0.425,12,0.444,17,19,0.895,12,44,20,9,5,14,16
3437,1/2/2016,Away,L,44,0.419,5,0.167,15,23,0.652,24,52,27,7,0,13,23
3537,1/3/2016,Home,L,34,0.425,7,0.318,31,48,0.646,15,41,20,7,6,8,25
3637,1/6/2016,Away,W,29,0.358,8,0.4,12,17,0.706,13,46,21,3,7,11,19
3737,1/8/2016,Away,L,32,0.368,4,0.211,16,19,0.842,19,59,19,2,4,17,24
3837,1/10/2016,Home,W,32,0.416,12,0.444,19,23,0.826,8,44,25,7,7,13,20
3937,1/13/2016,Home,W,37,0.425,5,0.227,33,37,0.892,13,49,22,7,3,13,18
4037,1/15/2016,Home,L,32,0.41,6,0.333,25,26,0.962,6,37,23,4,6,13,18
4153,1/17/2016,Home,W,46,0.505,10,0.385,27,38,0.711,17,42,25,12,4,17,26
4239,1/19/2016,Home,L,35,0.422,7,0.35,27,36,0.75,12,48,21,5,6,17,25
4337,1/21/2016,Home,L,36,0.45,9,0.3,20,26,0.769,10,40,26,6,1,10,25
4437,1/23/2016,Home,W,36,0.462,8,0.364,24,29,0.828,3,32,18,15,4,8,19
4537,1/25/2016,Home,L,33,0.393,6,0.3,33,37,0.892,12,43,18,10,3,15,18
4637,1/27/2016,Away,L,36,0.429,7,0.333,24,32,0.75,14,53,23,4,6,20,22
4737,1/28/2016,Away,W,41,0.506,9,0.5,26,33,0.788,7,39,25,9,5,15,25
4837,1/30/2016,Away,L,40,0.46,4,0.222,21,25,0.84,8,45,24,10,3,19,22
4937,2/1/2016,Home,W,45,0.542,10,0.455,12,15,0.8,7,49,28,6,5,19,25
5037,2/3/2016,Away,L,26,0.371,4,0.222,25,33,0.758,9,41,11,12,2,14,19
5153,2/5/2016,Home,W,39,0.448,6,0.333,31,44,0.705,13,48,22,5,8,10,24
5239,2/7/2016,Away,W,37,0.43,5,0.238,22,28,0.786,11,48,20,6,3,7,19
5337,2/8/2016,Away,L,42,0.467,9,0.36,11,13,0.846,12,42,24,10,2,12,16
5437,2/10/2016,Away,W,39,0.47,6,0.316,19,24,0.792,8,47,25,10,3,12,13
5537,2/19/2016,Away,L,42,0.467,8,0.333,18,26,0.692,9,44,26,12,5,18,26
5637,2/21/2016,Home,L,34,0.466,6,0.286,27,34,0.794,6,36,19,11,5,24,26
5737,2/23/2016,Home,L,41,0.41,10,0.37,18,22,0.818,12,44,27,10,3,12,25
5837,2/24/2016,Away,W,34,0.378,6,0.25,13,17,0.765,14,57,18,11,2,16,14
5937,2/26/2016,Away,L,43,0.462,9,0.31,21,31,0.677,18,49,18,7,3,15,26
6037,2/29/2016,Home,L,40,0.533,8,0.32,8,10,0.8,8,40,27,3,4,19,26
6153,3/2/2016,Home,W,38,0.487,12,0.522,29,38,0.763,7,42,22,3,6,11,20
6239,3/4/2016,Home,L,46,0.479,6,0.231,22,25,0.88,17,50,28,8,6,15,20
6337,3/6/2016,Home,W,44,0.411,9,0.346,19,25,0.76,17,58,25,8,5,11,25
6437,3/8/2016,Home,W,45,0.455,6,0.286,14,19,0.737,11,45,28,9,3,6,22
6537,3/10/2016,Home,W,44,0.484,13,0.464,15,19,0.789,11,49,27,9,11,11,30
6637,3/12/2016,Home,W,42,0.525,8,0.333,24,29,0.828,9,44,24,10,8,21,27
6737,3/14/2016,Away,L,49,0.527,7,0.35,14,20,0.7,13,40,22,9,2,12,21
6837,3/15/2016,Away,L,40,0.5,9,0.375,21,24,0.875,7,37,23,8,1,16,19
6937,3/17/2016,Away,L,39,0.448,6,0.273,14,17,0.824,9,39,22,6,4,14,22
7037,3/19/2016,Away,W,38,0.437,9,0.5,16,23,0.696,14,51,19,6,4,13,21
7153,3/21/2016,Away,L,32,0.395,8,0.364,19,25,0.76,10,35,19,10,4,16,16
7239,3/23/2016,Home,W,33,0.434,6,0.353,32,40,0.8,7,46,18,7,9,16,19
7337,3/25/2016,Away,W,45,0.479,10,0.385,16,24,0.667,13,48,31,5,7,9,22
7437,3/27/2016,Away,L,37,0.394,7,0.241,9,13,0.692,20,44,24,7,5,15,19
7537,3/28/2016,Home,L,31,0.443,9,0.375,17,19,0.895,6,44,20,3,4,21,20
7637,3/30/2016,Away,W,38,0.487,13,0.448,20,24,0.833,11,42,24,4,7,14,29
7737,3/31/2016,Away,L,36,0.434,10,0.37,13,17,0.765,8,40,28,10,7,13,15
7837,4/2/2016,Home,L,40,0.435,9,0.31,17,24,0.708,15,50,27,3,10,10,22
7937,4/5/2016,Home,L,37,0.42,10,0.333,18,27,0.667,10,38,28,9,4,13,19
8037,4/8/2016,Home,W,40,0.465,6,0.273,16,19,0.842,8,47,21,9,7,11,23
8138,4/10/2016,Home,L,32,0.4,6,0.222,14,19,0.737,6,41,18,6,7,11,19
8237,4/13/2016,Away,L,40,0.426,7,0.28,12,18,0.667,20,53,24,10,6,20,19
1154,10/27/2015,Away,W,37,0.385,12,0.414,20,26,0.769,23,59,23,5,3,15,15
2154,10/28/2015,Home,W,30,0.405,7,0.368,25,34,0.735,8,43,16,2,4,10,20
3154,10/30/2015,Home,W,39,0.375,6,0.214,14,28,0.5,20,61,18,9,2,14,19
4154,11/3/2015,Home,L,33,0.384,5,0.227,11,17,0.647,19,50,14,8,5,23,21
5154,11/6/2015,Away,W,37,0.5,8,0.364,18,36,0.5,6,47,15,8,3,15,21
6154,11/8/2015,Away,W,47,0.49,11,0.367,15,22,0.682,18,46,16,13,5,9,16
7154,11/9/2015,Away,L,40,0.471,6,0.316,9,15,0.6,12,41,15,9,3,20,14
857,11/11/2015,Away,L,34,0.382,9,0.281,15,20,0.75,14,45,16,10,3,16,20
938,11/14/2015,Away,L,33,0.446,7,0.259,23,35,0.657,11,42,15,8,2,15,23
1038,11/15/2015,Away,L,35,0.365,7,0.259,8,15,0.533,12,46,16,7,2,10,25
1155,11/17/2015,Home,W,36,0.429,7,0.333,25,31,0.806,11,48,20,11,1,13,15
1240,11/20/2015,Away,W,40,0.46,6,0.214,10,13,0.769,8,45,13,11,5,14,23
1338,11/21/2015,Home,L,36,0.456,8,0.308,15,21,0.714,8,38,20,3,2,13,17
1438,11/23/2015,Away,L,31,0.341,6,0.214,20,24,0.833,22,48,19,7,3,17,18
1538,11/25/2015,Home,W,41,0.418,16,0.516,6,7,0.857,18,54,24,6,7,7,16
1638,11/27/2015,Away,L,31,0.344,9,0.31,16,20,0.8,13,38,17,9,1,8,21
1738,11/29/2015,Away,L,34,0.337,6,0.25,9,21,0.429,19,51,19,11,1,14,15
1838,11/30/2015,Home,W,45,0.529,8,0.348,18,37,0.486,14,46,22,8,8,11,19
1938,12/2/2015,Home,W,44,0.506,12,0.444,27,44,0.614,13,50,24,10,1,18,20
2038,12/4/2015,Home,W,34,0.415,7,0.304,27,39,0.692,8,46,18,8,4,9,11
2155,12/6/2015,Home,W,41,0.441,9,0.375,20,26,0.769,17,61,20,11,1,16,21
2240,12/7/2015,Away,L,32,0.368,10,0.294,10,22,0.455,7,41,17,11,2,12,20
2338,12/9/2015,Home,L,37,0.425,8,0.276,10,15,0.667,13,43,17,9,6,12,16
2438,12/11/2015,Away,W,43,0.462,10,0.37,11,16,0.688,17,48,18,9,9,14,21
2538,12/12/2015,Home,W,45,0.5,13,0.448,15,19,0.789,10,46,26,11,6,14,18
2638,12/14/2015,Home,L,37,0.416,6,0.316,23,31,0.742,15,54,17,8,0,18,21
2738,12/16/2015,Home,W,38,0.487,11,0.524,32,43,0.744,7,36,13,5,4,11,22
2838,12/18/2015,Away,W,56,0.452,8,0.276,27,46,0.587,19,64,28,7,4,11,35
2938,12/22/2015,Away,W,35,0.449,15,0.5,8,14,0.571,12,43,16,3,3,16,11
3038,12/23/2015,Away,L,38,0.427,7,0.333,17,33,0.515,13,46,18,7,9,14,20
3155,12/26/2015,Home,L,35,0.385,6,0.24,17,25,0.68,18,51,16,11,2,15,24
3240,12/29/2015,Away,L,37,0.416,10,0.37,12,17,0.706,15,39,21,6,4,10,14
3338,12/31/2015,Home,W,41,0.477,14,0.4,19,28,0.679,12,52,24,7,3,16,16
3438,1/2/2016,Away,L,33,0.355,3,0.15,13,23,0.565,12,48,17,5,2,10,18
3538,1/4/2016,Home,W,43,0.489,14,0.467,15,21,0.714,18,54,25,6,6,10,18
3638,1/6/2016,Away,W,33,0.446,10,0.37,23,36,0.639,11,47,18,4,5,18,27
3738,1/9/2016,Home,W,43,0.467,8,0.296,9,14,0.643,11,47,23,10,5,9,12
3838,1/12/2016,Home,L,38,0.418,6,0.261,17,26,0.654,11,41,22,8,2,12,24
3938,1/14/2016,Away,L,37,0.514,15,0.469,12,17,0.706,8,35,18,3,2,20,21
4038,1/16/2016,Home,W,47,0.465,8,0.348,11,20,0.55,17,57,22,8,11,9,22
4155,1/18/2016,Home,L,42,0.442,5,0.192,12,20,0.6,20,50,18,8,2,11,16
4240,1/20/2016,Away,W,38,0.475,12,0.4,35,59,0.593,14,52,23,8,7,10,17
4338,1/21/2016,Away,L,38,0.418,7,0.233,16,20,0.8,18,44,17,5,2,15,14
4438,1/23/2016,Away,L,40,0.476,11,0.379,10,19,0.526,11,51,23,4,5,16,22
4538,1/25/2016,Away,W,34,0.453,11,0.5,16,33,0.485,7,42,19,7,1,10,18
4638,1/27/2016,Home,W,39,0.429,5,0.238,27,38,0.711,21,51,15,9,2,10,19
4738,1/29/2016,Home,L,40,0.476,7,0.304,19,26,0.731,9,39,20,5,4,9,24
4838,1/30/2016,Away,L,39,0.448,9,0.31,20,34,0.588,10,39,9,10,6,11,29
4938,2/1/2016,Away,W,42,0.429,10,0.333,11,16,0.688,19,49,18,5,4,9,15
5038,2/3/2016,Away,L,32,0.376,11,0.324,20,28,0.714,9,48,18,3,5,16,18
5155,2/4/2016,Home,W,40,0.506,9,0.529,22,33,0.667,4,42,17,7,3,13,22
5240,2/6/2016,Away,L,38,0.481,12,0.364,16,31,0.516,11,38,14,7,3,14,26
5338,2/8/2016,Home,L,36,0.45,8,0.286,9,17,0.529,11,39,22,7,2,16,18
5438,2/10/2016,Home,L,38,0.432,10,0.37,6,7,0.857,7,42,21,5,8,14,19
5538,2/19/2016,Away,L,35,0.427,7,0.304,9,17,0.529,6,41,13,2,3,12,20
5638,2/21/2016,Home,L,37,0.416,12,0.364,20,32,0.625,11,41,18,9,6,11,25
5738,2/22/2016,Away,W,37,0.463,8,0.32,14,21,0.667,6,43,17,10,3,13,15
5838,2/24/2016,Home,W,39,0.47,11,0.393,22,34,0.647,10,50,22,10,1,16,19
5938,2/27/2016,Away,W,37,0.42,12,0.4,16,24,0.667,17,46,24,13,2,10,18
6038,2/28/2016,Home,W,41,0.577,12,0.522,20,27,0.741,7,38,28,2,1,10,20
6155,3/2/2016,Away,L,31,0.397,6,0.316,13,23,0.565,7,42,19,3,1,15,13
6240,3/5/2016,Away,L,36,0.391,6,0.231,11,15,0.733,14,42,13,6,1,9,21
6338,3/6/2016,Home,W,44,0.524,12,0.545,23,28,0.821,10,45,22,7,1,12,23
6438,3/9/2016,Away,W,38,0.447,9,0.333,17,30,0.567,15,51,19,7,3,11,14
6538,3/11/2016,Away,L,36,0.474,9,0.3,22,27,0.815,3,33,19,7,4,12,21
6638,3/12/2016,Away,W,49,0.538,9,0.5,18,22,0.818,12,52,26,6,3,13,20
6738,3/14/2016,Away,L,32,0.405,3,0.13,14,22,0.636,11,39,17,5,4,20,21
6838,3/16/2016,Home,L,39,0.464,8,0.32,28,39,0.718,9,48,23,3,4,13,25
6938,3/18/2016,Home,W,44,0.478,12,0.462,15,18,0.833,16,49,25,7,6,15,22
7038,3/19/2016,Home,W,46,0.489,10,0.417,13,21,0.619,15,45,30,5,4,6,17
7155,3/21/2016,Home,W,35,0.412,9,0.273,13,17,0.765,10,39,18,6,3,12,14
7240,3/23/2016,Home,W,43,0.538,11,0.458,21,25,0.84,9,45,30,4,5,15,15
7338,3/25/2016,Home,W,42,0.462,8,0.267,20,26,0.769,15,62,22,4,6,14,22
7438,3/26/2016,Home,L,34,0.386,7,0.241,20,28,0.714,14,53,25,2,4,11,14
7538,3/29/2016,Home,W,33,0.379,4,0.211,18,20,0.9,16,53,20,6,4,16,18
7638,4/1/2016,Home,L,31,0.383,13,0.394,14,24,0.583,12,47,23,4,4,11,17
7738,4/2/2016,Away,W,32,0.421,10,0.5,20,34,0.588,7,45,17,8,2,10,16
7838,4/5/2016,Away,L,32,0.4,5,0.227,20,25,0.8,12,43,14,7,1,13,14
7938,4/6/2016,Away,W,39,0.453,11,0.407,19,31,0.613,12,44,24,9,6,12,16
8038,4/8/2016,Home,W,36,0.468,14,0.438,26,29,0.897,7,44,17,5,2,12,18
8139,4/12/2016,Home,L,34,0.405,5,0.278,20,30,0.667,18,48,15,9,4,15,17
8238,4/13/2016,Away,W,37,0.435,16,0.485,22,28,0.786,9,47,24,5,11,12,15
1156,10/27/2015,Home,W,41,0.427,9,0.3,20,22,0.909,21,56,29,8,7,20,29
2156,10/30/2015,Away,W,43,0.462,9,0.346,17,25,0.68,11,47,26,9,4,8,24
3156,10/31/2015,Away,W,46,0.548,17,0.567,25,35,0.714,3,38,26,10,4,10,24
4156,11/2/2015,Home,W,43,0.512,11,0.44,22,30,0.733,10,65,32,8,13,14,15
5156,11/4/2015,Home,W,39,0.459,10,0.385,24,31,0.774,9,42,28,6,5,12,22
6156,11/6/2015,Home,W,46,0.495,17,0.459,10,18,0.556,13,53,40,10,6,20,22
7156,11/7/2015,Away,W,38,0.413,8,0.205,19,22,0.864,15,46,27,13,2,18,15
858,11/9/2015,Home,W,43,0.473,12,0.571,11,13,0.846,13,41,29,13,4,16,18
